"STATION","NAME","DATE","DAPR","MDPR","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN"
"US1OHSM0004","MACEDONIA 0.7 NNW, OH US","2009-08-06",,,"0.00","0.0",,,,
"US1OHSM0004","MACEDONIA 0.7 NNW, OH US","2009-08-07",,,"0.15","0.0",,,,
"US1OHSM0004","MACEDONIA 0.7 NNW, OH US","2009-08-08",,,"0.37",,,,,
"US1OHSM0004","MACEDONIA 0.7 NNW, OH US","2009-08-09",,,"0.00","0.0",,,,
"US1OHSM0004","MACEDONIA 0.7 NNW, OH US","2009-08-10",,,"0.02",,,,,
"US1OHSM0004","MACEDONIA 0.7 NNW, OH US","2009-08-11",,,"0.49","0.0",,,,
"US1OHSM0004","MACEDONIA 0.7 NNW, OH US","2009-08-12",,,"0.02",,,,,
"US1OHSM0004","MACEDONIA 0.7 NNW, OH US","2009-08-13",,,"0.00","0.0",,,,
"US1OHSM0004","MACEDONIA 0.7 NNW, OH US","2009-08-14",,,"0.00","0.0",,,,
"US1OHSM0004","MACEDONIA 0.7 NNW, OH US","2009-08-15",,,"0.00","0.0",,,,
"US1OHSM0004","MACEDONIA 0.7 NNW, OH US","2009-08-16",,,"0.00","0.0",,,,
"US1OHSM0004","MACEDONIA 0.7 NNW, OH US","2009-08-17",,,"0.00","0.0",,,,
"US1OHSM0004","MACEDONIA 0.7 NNW, OH US","2009-08-18",,,"0.20",,,,,
"US1OHSM0004","MACEDONIA 0.7 NNW, OH US","2009-08-19",,,"0.00","0.0",,,,
"US1OHSM0004","MACEDONIA 0.7 NNW, OH US","2009-08-20",,,"0.39",,,,,
"US1OHSM0004","MACEDONIA 0.7 NNW, OH US","2009-08-21",,,"0.16",,,,,
"US1OHSM0004","MACEDONIA 0.7 NNW, OH US","2009-08-22",,,"0.00","0.0",,,,
"US1OHSM0004","MACEDONIA 0.7 NNW, OH US","2009-08-23",,,"0.00","0.0",,,,
"US1OHSM0004","MACEDONIA 0.7 NNW, OH US","2009-08-24",,,"0.01",,,,,
"US1OHSM0004","MACEDONIA 0.7 NNW, OH US","2009-08-25",,,"0.00","0.0",,,,
"US1OHSM0004","MACEDONIA 0.7 NNW, OH US","2009-08-26",,,"0.03",,,,,
"US1OHSM0004","MACEDONIA 0.7 NNW, OH US","2009-08-27",,,"0.06",,,,,
"US1OHSM0004","MACEDONIA 0.7 NNW, OH US","2009-08-28",,,"0.16",,,,,
"US1OHSM0004","MACEDONIA 0.7 NNW, OH US","2009-08-29",,,"0.75",,,,,
"US1OHSM0004","MACEDONIA 0.7 NNW, OH US","2009-08-30",,,"0.00","0.0",,,,
"US1OHSM0004","MACEDONIA 0.7 NNW, OH US","2009-08-31",,,"0.10",,,,,
"US1OHSM0004","MACEDONIA 0.7 NNW, OH US","2009-09-01",,,"0.01",,,,,
"US1OHSM0004","MACEDONIA 0.7 NNW, OH US","2009-09-02",,,"0.00","0.0",,,,
"US1OHSM0004","MACEDONIA 0.7 NNW, OH US","2009-09-03",,,"0.00","0.0",,,,
"US1OHSM0004","MACEDONIA 0.7 NNW, OH US","2009-09-04",,,"0.00","0.0",,,,
"US1OHSM0004","MACEDONIA 0.7 NNW, OH US","2009-09-05",,,"0.00","0.0",,,,
"US1OHSM0004","MACEDONIA 0.7 NNW, OH US","2009-09-06",,,"0.00","0.0",,,,
"US1OHSM0004","MACEDONIA 0.7 NNW, OH US","2009-09-07",,,"0.01",,,,,
"US1OHSM0004","MACEDONIA 0.7 NNW, OH US","2009-09-08",,,"0.06",,,,,
"US1OHSM0004","MACEDONIA 0.7 NNW, OH US","2009-09-09",,,"0.25",,,,,
"US1OHSM0004","MACEDONIA 0.7 NNW, OH US","2009-09-10",,,"0.00","0.0",,,,
"US1OHSM0004","MACEDONIA 0.7 NNW, OH US","2009-09-11",,,"0.01",,,,,
"US1OHSM0004","MACEDONIA 0.7 NNW, OH US","2009-09-12",,,"0.03",,,,,
"US1OHSM0004","MACEDONIA 0.7 NNW, OH US","2009-09-13",,,"0.00","0.0",,,,
"US1OHSM0004","MACEDONIA 0.7 NNW, OH US","2009-09-14",,,"0.00","0.0",,,,
"US1OHSM0004","MACEDONIA 0.7 NNW, OH US","2009-09-15",,,"0.00","0.0",,,,
"US1OHSM0004","MACEDONIA 0.7 NNW, OH US","2009-09-16",,,"0.00","0.0",,,,
"US1OHSM0004","MACEDONIA 0.7 NNW, OH US","2009-09-17",,,"0.00","0.0",,,,
"US1OHSM0004","MACEDONIA 0.7 NNW, OH US","2009-09-18",,,"0.00","0.0",,,,
"US1OHSM0004","MACEDONIA 0.7 NNW, OH US","2009-09-19",,,"0.00","0.0",,,,
"US1OHSM0004","MACEDONIA 0.7 NNW, OH US","2009-09-20",,,"0.00","0.0",,,,
"US1OHSM0004","MACEDONIA 0.7 NNW, OH US","2009-09-21",,,"0.14",,,,,
"US1OHSM0004","MACEDONIA 0.7 NNW, OH US","2009-09-22",,,"0.00","0.0",,,,
"US1OHSM0004","MACEDONIA 0.7 NNW, OH US","2009-09-23",,,"0.00","0.0",,,,
"US1OHSM0004","MACEDONIA 0.7 NNW, OH US","2009-09-24",,,"0.00","0.0",,,,
"US1OHSM0004","MACEDONIA 0.7 NNW, OH US","2009-09-25",,,"0.00","0.0",,,,
"US1OHSM0004","MACEDONIA 0.7 NNW, OH US","2009-09-26",,,"0.08",,,,,
"US1OHSM0004","MACEDONIA 0.7 NNW, OH US","2009-09-27",,,"0.70",,,,,
"US1OHSM0004","MACEDONIA 0.7 NNW, OH US","2009-09-28",,,"0.29",,,,,
"US1OHSM0004","MACEDONIA 0.7 NNW, OH US","2009-09-29",,,"0.04",,,,,
"US1OHSM0004","MACEDONIA 0.7 NNW, OH US","2009-09-30",,,"0.95",,,,,
"US1OHSM0004","MACEDONIA 0.7 NNW, OH US","2009-10-01",,,"0.07",,,,,
"US1OHSM0004","MACEDONIA 0.7 NNW, OH US","2009-10-02",,,"0.70",,,,,
"US1OHSM0004","MACEDONIA 0.7 NNW, OH US","2009-10-03",,,"0.55",,,,,
"US1OHSM0004","MACEDONIA 0.7 NNW, OH US","2009-10-04",,,"0.01",,,,,
"US1OHSM0004","MACEDONIA 0.7 NNW, OH US","2009-10-05",,,"0.00","0.0",,,,
"US1OHSM0004","MACEDONIA 0.7 NNW, OH US","2009-10-06",,,"0.00","0.0",,,,
"US1OHSM0004","MACEDONIA 0.7 NNW, OH US","2009-10-07",,,"0.14",,,,,
"US1OHSM0004","MACEDONIA 0.7 NNW, OH US","2009-10-08",,,"0.01",,,,,
"US1OHSM0004","MACEDONIA 0.7 NNW, OH US","2009-10-09",,,"0.17",,,,,
"US1OHSM0004","MACEDONIA 0.7 NNW, OH US","2009-10-10",,,"0.24",,,,,
"US1OHSM0004","MACEDONIA 0.7 NNW, OH US","2009-10-11",,,"0.00","0.0",,,,
"US1OHSM0004","MACEDONIA 0.7 NNW, OH US","2009-10-12",,,"0.01",,,,,
"US1OHSM0004","MACEDONIA 0.7 NNW, OH US","2009-10-13",,,"0.00","0.0",,,,
"US1OHSM0004","MACEDONIA 0.7 NNW, OH US","2009-10-14",,,"0.01",,,,,
"US1OHSM0004","MACEDONIA 0.7 NNW, OH US","2009-10-15",,,"0.03",,,,,
"US1OHSM0004","MACEDONIA 0.7 NNW, OH US","2009-10-16",,,"0.12",,,,,
"US1OHSM0004","MACEDONIA 0.7 NNW, OH US","2009-10-17",,,"0.01",,,,,
"US1OHSM0004","MACEDONIA 0.7 NNW, OH US","2009-10-18",,,"0.22",,,,,
"US1OHSM0004","MACEDONIA 0.7 NNW, OH US","2009-10-19",,,"0.22","0.0",,,,
"US1OHSM0004","MACEDONIA 0.7 NNW, OH US","2009-10-20",,,"0.00","0.0",,,,
"US1OHSM0004","MACEDONIA 0.7 NNW, OH US","2009-10-21",,,"0.00","0.0",,,,
"US1OHSM0004","MACEDONIA 0.7 NNW, OH US","2009-10-22",,,"0.00","0.0",,,,
"US1OHSM0004","MACEDONIA 0.7 NNW, OH US","2009-10-23",,,"0.01",,,,,
"US1OHSM0004","MACEDONIA 0.7 NNW, OH US","2009-10-24",,,"0.27",,,,,
"US1OHSM0004","MACEDONIA 0.7 NNW, OH US","2009-10-25",,,"0.02",,,,,
"US1OHSM0004","MACEDONIA 0.7 NNW, OH US","2009-10-26",,,"0.00","0.0",,,,
"US1OHSM0004","MACEDONIA 0.7 NNW, OH US","2009-10-27",,,"0.00","0.0",,,,
"US1OHSM0004","MACEDONIA 0.7 NNW, OH US","2009-10-28",,,"0.55",,,,,
"US1OHSM0004","MACEDONIA 0.7 NNW, OH US","2009-10-29",,,"0.03",,,,,
"US1OHSM0004","MACEDONIA 0.7 NNW, OH US","2009-10-31",,,"0.56",,,,,
"US1OHSM0004","MACEDONIA 0.7 NNW, OH US","2009-11-01",,,"0.01",,,,,
"US1OHSM0004","MACEDONIA 0.7 NNW, OH US","2009-11-02",,,"0.56","0.0",,,,
"US1OHSM0004","MACEDONIA 0.7 NNW, OH US","2009-11-03",,,"0.01",,,,,
"US1OHSM0004","MACEDONIA 0.7 NNW, OH US","2009-11-04",,,"0.03",,,,,
"US1OHSM0004","MACEDONIA 0.7 NNW, OH US","2009-11-05",,,"0.02",,,,,
"US1OHSM0004","MACEDONIA 0.7 NNW, OH US","2009-11-06",,,"0.10",,,,,
"US1OHSM0004","MACEDONIA 0.7 NNW, OH US","2009-11-07",,,"0.01",,,,,
"US1OHSM0004","MACEDONIA 0.7 NNW, OH US","2009-11-08",,,"0.03",,,,,
"US1OHSM0004","MACEDONIA 0.7 NNW, OH US","2009-11-09",,,"0.00","0.0",,,,
"US1OHSM0004","MACEDONIA 0.7 NNW, OH US","2009-11-10",,,"0.00","0.0",,,,
"US1OHSM0004","MACEDONIA 0.7 NNW, OH US","2009-11-11",,,"0.00","0.0",,,,
"US1OHSM0004","MACEDONIA 0.7 NNW, OH US","2009-11-12",,,"0.00","0.0",,,,
"US1OHSM0004","MACEDONIA 0.7 NNW, OH US","2009-11-13",,,"0.00","0.0",,,,
"US1OHSM0004","MACEDONIA 0.7 NNW, OH US","2009-11-14",,,"0.00","0.0",,,,
"US1OHSM0004","MACEDONIA 0.7 NNW, OH US","2009-11-15",,,"0.00","0.0",,,,
"US1OHSM0004","MACEDONIA 0.7 NNW, OH US","2009-11-16",,,"0.00","0.0",,,,
"US1OHSM0004","MACEDONIA 0.7 NNW, OH US","2009-11-17",,,"0.00","0.0",,,,
"US1OHSM0004","MACEDONIA 0.7 NNW, OH US","2009-11-18",,,"0.00","0.0",,,,
"US1OHSM0004","MACEDONIA 0.7 NNW, OH US","2009-11-19",,,"0.38",,,,,
"US1OHSM0004","MACEDONIA 0.7 NNW, OH US","2009-11-20",,,"0.06",,,,,
"US1OHSM0004","MACEDONIA 0.7 NNW, OH US","2009-11-21",,,"0.01",,,,,
"US1OHSM0004","MACEDONIA 0.7 NNW, OH US","2009-11-22",,,"0.01",,,,,
"US1OHSM0004","MACEDONIA 0.7 NNW, OH US","2009-11-23",,,"0.01",,,,,
"US1OHSM0004","MACEDONIA 0.7 NNW, OH US","2009-11-24",,,"0.05",,,,,
"US1OHSM0004","MACEDONIA 0.7 NNW, OH US","2009-11-25",,,"0.07",,,,,
"US1OHSM0004","MACEDONIA 0.7 NNW, OH US","2009-11-26",,,"0.03",,,,,
"US1OHSM0004","MACEDONIA 0.7 NNW, OH US","2009-11-27",,,"0.22","2.3","2.5",,,
"US1OHSM0004","MACEDONIA 0.7 NNW, OH US","2009-11-28",,,"0.06",,,,,
"US1OHSM0004","MACEDONIA 0.7 NNW, OH US","2009-11-29",,,"0.01",,,,,
"US1OHSM0004","MACEDONIA 0.7 NNW, OH US","2009-11-30",,,"0.39",,,,,
"US1OHSM0004","MACEDONIA 0.7 NNW, OH US","2009-12-01",,,"0.00","0.0",,,,
"US1OHSM0004","MACEDONIA 0.7 NNW, OH US","2009-12-02",,,"0.00","0.0",,,,
"US1OHSM0004","MACEDONIA 0.7 NNW, OH US","2009-12-03",,,"0.60",,,,,
"US1OHSM0004","MACEDONIA 0.7 NNW, OH US","2009-12-04",,,"0.03",,,,,
"US1OHSM0004","MACEDONIA 0.7 NNW, OH US","2009-12-05",,,"0.00","0.0",,,,
"US1OHSM0004","MACEDONIA 0.7 NNW, OH US","2009-12-06",,,"0.00","0.0",,,,
"US1OHSM0004","MACEDONIA 0.7 NNW, OH US","2009-12-07",,,"0.00","0.0",,,,
"US1OHSM0004","MACEDONIA 0.7 NNW, OH US","2009-12-08",,,"0.00","0.0",,,,
"US1OHSM0004","MACEDONIA 0.7 NNW, OH US","2009-12-09",,,"0.35",,,,,
"US1OHSM0004","MACEDONIA 0.7 NNW, OH US","2009-12-10",,,"0.01",,,,,
"US1OHSM0004","MACEDONIA 0.7 NNW, OH US","2009-12-11",,,"0.01",,,,,
"US1OHSM0004","MACEDONIA 0.7 NNW, OH US","2009-12-12",,,"0.06",,,,,
"US1OHSM0004","MACEDONIA 0.7 NNW, OH US","2009-12-13",,,"0.19",,,,,
"US1OHSM0004","MACEDONIA 0.7 NNW, OH US","2009-12-14",,,"0.26",,,,,
"US1OHSM0004","MACEDONIA 0.7 NNW, OH US","2009-12-15",,,"0.05",,,,,
"US1OHSM0004","MACEDONIA 0.7 NNW, OH US","2009-12-16",,,"0.00","0.0",,,,
"US1OHSM0004","MACEDONIA 0.7 NNW, OH US","2009-12-17",,,"0.00","0.0",,,,
"US1OHSM0004","MACEDONIA 0.7 NNW, OH US","2009-12-18",,,"0.00","0.0",,,,
"US1OHSM0004","MACEDONIA 0.7 NNW, OH US","2009-12-19",,,"0.01","1.0",,,,
"US1OHSM0004","MACEDONIA 0.7 NNW, OH US","2009-12-20",,,"0.02",,,,,
"US1OHSM0004","MACEDONIA 0.7 NNW, OH US","2009-12-21",,,"0.02",,,,,
"US1OHSM0004","MACEDONIA 0.7 NNW, OH US","2009-12-22",,,"0.00","0.0",,,,
"US1OHSM0004","MACEDONIA 0.7 NNW, OH US","2009-12-23",,,"0.00","0.0","1.5",,,
"US1OHSM0004","MACEDONIA 0.7 NNW, OH US","2009-12-25",,,"0.13",,,,,
"US1OHSM0004","MACEDONIA 0.7 NNW, OH US","2009-12-26",,,"0.28",,,,,
"US1OHSM0004","MACEDONIA 0.7 NNW, OH US","2009-12-27",,,"0.02",,,,,
"US1OHSM0004","MACEDONIA 0.7 NNW, OH US","2009-12-28",,,"0.20","3.5",,,,
"US1OHSM0004","MACEDONIA 0.7 NNW, OH US","2009-12-29",,,"0.13","1.5",,,,
