"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","DAPR","MDPR","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TOBS"
"USC00331653","CLEVELAND SHAKER HEI, OH US","41.46667","-81.56667","299.0","1950-03-15",,,"0.00","0.0","0.0",,"35","24","25"
"USC00331653","CLEVELAND SHAKER HEI, OH US","41.46667","-81.56667","299.0","1950-03-16",,,"0.00","0.0","0.0",,"32","23","25"
"USC00331653","CLEVELAND SHAKER HEI, OH US","41.46667","-81.56667","299.0","1950-03-17",,,"0.58","0.9","0.0",,"30","21","29"
"USC00331653","CLEVELAND SHAKER HEI, OH US","41.46667","-81.56667","299.0","1950-03-18",,,"0.00","0.0","0.0",,"31","19","22"
"USC00331653","CLEVELAND SHAKER HEI, OH US","41.46667","-81.56667","299.0","1950-03-19",,,"0.00","0.0","0.0",,"35","10","29"
"USC00331653","CLEVELAND SHAKER HEI, OH US","41.46667","-81.56667","299.0","1950-03-20",,,"0.00","0.0","0.0",,"51","24","45"
"USC00331653","CLEVELAND SHAKER HEI, OH US","41.46667","-81.56667","299.0","1950-03-21",,,"0.33","0.0","0.0",,"51","34","43"
"USC00331653","CLEVELAND SHAKER HEI, OH US","41.46667","-81.56667","299.0","1950-03-22",,,"0.32","0.0","0.0",,"46","36","39"
"USC00331653","CLEVELAND SHAKER HEI, OH US","41.46667","-81.56667","299.0","1950-03-23",,,"0.30","1.0","1.0",,"39","31","34"
"USC00331653","CLEVELAND SHAKER HEI, OH US","41.46667","-81.56667","299.0","1950-03-24",,,"0.06","0.0","0.0",,"57","31","43"
"USC00331653","CLEVELAND SHAKER HEI, OH US","41.46667","-81.56667","299.0","1950-03-25",,,"0.01","0.0","0.0",,"44","31","36"
"USC00331653","CLEVELAND SHAKER HEI, OH US","41.46667","-81.56667","299.0","1950-03-26",,,"0.98","0.0","0.0",,"39","32","41"
"USC00331653","CLEVELAND SHAKER HEI, OH US","41.46667","-81.56667","299.0","1950-03-27",,,"0.04","0.0","0.0",,"77","37","58"
"USC00331653","CLEVELAND SHAKER HEI, OH US","41.46667","-81.56667","299.0","1950-03-28",,,"0.00","0.0","0.0",,"60","40","41"
"USC00331653","CLEVELAND SHAKER HEI, OH US","41.46667","-81.56667","299.0","1950-03-29",,,"0.01","0.0","0.0",,"42","25","29"
"USC00331653","CLEVELAND SHAKER HEI, OH US","41.46667","-81.56667","299.0","1950-03-30",,,"0.00","0.0","0.0",,"35","24","35"
"USC00331653","CLEVELAND SHAKER HEI, OH US","41.46667","-81.56667","299.0","1950-03-31",,,"0.00","0.0","0.0",,"48","20","42"
"USC00331653","CLEVELAND SHAKER HEI, OH US","41.46667","-81.56667","299.0","1950-05-17",,,"0.31","0.0","0.0",,"73","50","70"
"USC00331653","CLEVELAND SHAKER HEI, OH US","41.46667","-81.56667","299.0","1950-05-18",,,"0.03","0.0","0.0",,"70","46","58"
"USC00331653","CLEVELAND SHAKER HEI, OH US","41.46667","-81.56667","299.0","1950-05-19",,,"0.00","0.0","0.0",,"63","42","60"
"USC00331653","CLEVELAND SHAKER HEI, OH US","41.46667","-81.56667","299.0","1950-05-20",,,"0.00","0.0","0.0",,"66","42","65"
"USC00331653","CLEVELAND SHAKER HEI, OH US","41.46667","-81.56667","299.0","1950-05-21",,,"0.00","0.0","0.0",,"73","45","71"
"USC00331653","CLEVELAND SHAKER HEI, OH US","41.46667","-81.56667","299.0","1950-05-22",,,"0.00","0.0","0.0",,"74","56","65"
"USC00331653","CLEVELAND SHAKER HEI, OH US","41.46667","-81.56667","299.0","1950-05-23",,,"0.45","0.0","0.0",,"69","54","69"
"USC00331653","CLEVELAND SHAKER HEI, OH US","41.46667","-81.56667","299.0","1950-05-24",,,"0.00","0.0","0.0",,"82","54","64"
"USC00331653","CLEVELAND SHAKER HEI, OH US","41.46667","-81.56667","299.0","1950-05-25",,,"0.16","0.0","0.0",,"80","60","80"
"USC00331653","CLEVELAND SHAKER HEI, OH US","41.46667","-81.56667","299.0","1950-05-26",,,"0.02","0.0","0.0",,"80","60","74"
"USC00331653","CLEVELAND SHAKER HEI, OH US","41.46667","-81.56667","299.0","1950-05-27",,,"0.00","0.0","0.0",,"76",,"58"
"USC00331653","CLEVELAND SHAKER HEI, OH US","41.46667","-81.56667","299.0","1950-05-28",,,"0.00","0.0","0.0",,"65","41","63"
"USC00331653","CLEVELAND SHAKER HEI, OH US","41.46667","-81.56667","299.0","1950-05-29",,,"0.00","0.0","0.0",,"71","46","70"
"USC00331653","CLEVELAND SHAKER HEI, OH US","41.46667","-81.56667","299.0","1950-05-30",,,"0.00","0.0","0.0",,"78","53","78"
"USC00331653","CLEVELAND SHAKER HEI, OH US","41.46667","-81.56667","299.0","1950-05-31",,,"0.00","0.0","0.0",,"78","62","66"
"USC00331653","CLEVELAND SHAKER HEI, OH US","41.46667","-81.56667","299.0","1950-06-01",,,"0.39","0.0","0.0",,"74","52","62"
"USC00331653","CLEVELAND SHAKER HEI, OH US","41.46667","-81.56667","299.0","1950-06-02",,,"0.02","0.0","0.0",,"80","59","78"
"USC00331653","CLEVELAND SHAKER HEI, OH US","41.46667","-81.56667","299.0","1950-06-03",,,"1.48","0.0","0.0",,"80","52","53"
"USC00331653","CLEVELAND SHAKER HEI, OH US","41.46667","-81.56667","299.0","1950-06-04",,,"0.00","0.0","0.0",,"64","45","64"
"USC00331653","CLEVELAND SHAKER HEI, OH US","41.46667","-81.56667","299.0","1950-06-05",,,"0.00","0.0","0.0",,"79","53","79"
"USC00331653","CLEVELAND SHAKER HEI, OH US","41.46667","-81.56667","299.0","1950-06-06",,,"0.00","0.0","0.0",,"81","60","80"
"USC00331653","CLEVELAND SHAKER HEI, OH US","41.46667","-81.56667","299.0","1950-06-07",,,"0.00","0.0","0.0",,"87","59","87"
"USC00331653","CLEVELAND SHAKER HEI, OH US","41.46667","-81.56667","299.0","1950-06-08",,,"0.00","0.0","0.0",,"87","61","87"
"USC00331653","CLEVELAND SHAKER HEI, OH US","41.46667","-81.56667","299.0","1950-06-09",,,"0.00","0.0","0.0",,"88","66","84"
"USC00331653","CLEVELAND SHAKER HEI, OH US","41.46667","-81.56667","299.0","1950-06-10",,,"0.00","0.0","0.0",,"85","66","67"
"USC00331653","CLEVELAND SHAKER HEI, OH US","41.46667","-81.56667","299.0","1950-06-11",,,"1.10","0.0","0.0",,"82","57","58"
"USC00331653","CLEVELAND SHAKER HEI, OH US","41.46667","-81.56667","299.0","1950-06-12",,,"0.00","0.0","0.0",,"75","49","66"
"USC00331653","CLEVELAND SHAKER HEI, OH US","41.46667","-81.56667","299.0","1950-06-13",,,"0.00","0.0","0.0",,"81","55","63"
"USC00331653","CLEVELAND SHAKER HEI, OH US","41.46667","-81.56667","299.0","1950-06-14",,,"0.24","0.0","0.0",,"80","59","64"
"USC00331653","CLEVELAND SHAKER HEI, OH US","41.46667","-81.56667","299.0","1950-06-15",,,"0.00","0.0","0.0",,"79","60","70"
"USC00331653","CLEVELAND SHAKER HEI, OH US","41.46667","-81.56667","299.0","1950-06-16",,,"0.00","0.0","0.0",,"84","65","70"
"USC00331653","CLEVELAND SHAKER HEI, OH US","41.46667","-81.56667","299.0","1950-06-17",,,"0.00","0.0","0.0",,,,
"USC00331653","CLEVELAND SHAKER HEI, OH US","41.46667","-81.56667","299.0","1950-06-18",,,"0.00","0.0","0.0",,"65","57","57"
"USC00331653","CLEVELAND SHAKER HEI, OH US","41.46667","-81.56667","299.0","1950-06-19",,,"0.08","0.0","0.0",,"67","47","55"
"USC00331653","CLEVELAND SHAKER HEI, OH US","41.46667","-81.56667","299.0","1950-06-20",,,"0.00","0.0","0.0",,"75","54","63"
"USC00331653","CLEVELAND SHAKER HEI, OH US","41.46667","-81.56667","299.0","1950-06-21",,,"0.01","0.0","0.0",,"78","57","64"
"USC00331653","CLEVELAND SHAKER HEI, OH US","41.46667","-81.56667","299.0","1950-06-22",,,"0.00","0.0","0.0",,"71","56","70"
"USC00331653","CLEVELAND SHAKER HEI, OH US","41.46667","-81.56667","299.0","1950-06-23",,,"0.00","0.0","0.0",,"87","67","76"
"USC00331653","CLEVELAND SHAKER HEI, OH US","41.46667","-81.56667","299.0","1950-06-24",,,"0.00","0.0","0.0",,"88","71","77"
"USC00331653","CLEVELAND SHAKER HEI, OH US","41.46667","-81.56667","299.0","1950-06-25",,,"0.90","0.0","0.0",,"91","70","74"
"USC00331653","CLEVELAND SHAKER HEI, OH US","41.46667","-81.56667","299.0","1950-06-26",,,"0.00","0.0","0.0",,"87","62","85"
"USC00331653","CLEVELAND SHAKER HEI, OH US","41.46667","-81.56667","299.0","1950-06-27",,,"0.00","0.0","0.0",,"85","59","65"
"USC00331653","CLEVELAND SHAKER HEI, OH US","41.46667","-81.56667","299.0","1950-06-28",,,"0.00","0.0","0.0",,,,
"USC00331653","CLEVELAND SHAKER HEI, OH US","41.46667","-81.56667","299.0","1950-06-29",,,"0.00","0.0","0.0",,"82","49","64"
"USC00331653","CLEVELAND SHAKER HEI, OH US","41.46667","-81.56667","299.0","1950-06-30",,,"0.26","0.0","0.0",,"79","48","65"
"USC00331653","CLEVELAND SHAKER HEI, OH US","41.46667","-81.56667","299.0","1950-07-01",,,"0.00","0.0","0.0",,"79","49","63"
"USC00331653","CLEVELAND SHAKER HEI, OH US","41.46667","-81.56667","299.0","1950-07-02",,,"0.00","0.0","0.0",,"72","58","64"
"USC00331653","CLEVELAND SHAKER HEI, OH US","41.46667","-81.56667","299.0","1950-07-03",,,"0.04","0.0","0.0",,"80","63","70"
"USC00331653","CLEVELAND SHAKER HEI, OH US","41.46667","-81.56667","299.0","1950-07-04",,,"0.71","0.0","0.0",,"81","63","66"
"USC00331653","CLEVELAND SHAKER HEI, OH US","41.46667","-81.56667","299.0","1950-07-05",,,"0.00","0.0","0.0",,"80",,
"USC00331653","CLEVELAND SHAKER HEI, OH US","41.46667","-81.56667","299.0","1950-07-06",,,"0.11","0.0","0.0",,,"57","66"
"USC00331653","CLEVELAND SHAKER HEI, OH US","41.46667","-81.56667","299.0","1950-07-07",,,"0.00","0.0","0.0",,"70",,
"USC00331653","CLEVELAND SHAKER HEI, OH US","41.46667","-81.56667","299.0","1950-07-08",,,"0.00","0.0","0.0",,"78","51","73"
"USC00331653","CLEVELAND SHAKER HEI, OH US","41.46667","-81.56667","299.0","1950-07-09",,,"0.00","0.0","0.0",,"82","59","61"
"USC00331653","CLEVELAND SHAKER HEI, OH US","41.46667","-81.56667","299.0","1950-07-10",,,"0.00","0.0","0.0",,"82","60","70"
"USC00331653","CLEVELAND SHAKER HEI, OH US","41.46667","-81.56667","299.0","1950-07-11",,,"1.40","0.0","0.0",,"72","62","64"
"USC00331653","CLEVELAND SHAKER HEI, OH US","41.46667","-81.56667","299.0","1950-07-12",,,"0.01","0.0","0.0",,"81","61","74"
"USC00331653","CLEVELAND SHAKER HEI, OH US","41.46667","-81.56667","299.0","1950-07-13",,,"0.00","0.0","0.0",,"89","68","73"
"USC00331653","CLEVELAND SHAKER HEI, OH US","41.46667","-81.56667","299.0","1950-07-14",,,"0.58","0.0","0.0",,"82","56","62"
"USC00331653","CLEVELAND SHAKER HEI, OH US","41.46667","-81.56667","299.0","1950-07-15",,,"0.00","0.0","0.0",,,"54",
"USC00331653","CLEVELAND SHAKER HEI, OH US","41.46667","-81.56667","299.0","1950-07-16",,,"0.00","0.0","0.0",,,,
"USC00331653","CLEVELAND SHAKER HEI, OH US","41.46667","-81.56667","299.0","1950-07-17",,,"0.00","0.0","0.0",,"85",,"77"
"USC00331653","CLEVELAND SHAKER HEI, OH US","41.46667","-81.56667","299.0","1950-07-18",,,"0.59","0.0","0.0",,"85","68","70"
"USC00331653","CLEVELAND SHAKER HEI, OH US","41.46667","-81.56667","299.0","1950-07-19",,,"0.00","0.0","0.0",,"79","54","65"
"USC00331653","CLEVELAND SHAKER HEI, OH US","41.46667","-81.56667","299.0","1950-07-20",,,"2.45","0.0","0.0",,"82","61","64"
"USC00331653","CLEVELAND SHAKER HEI, OH US","41.46667","-81.56667","299.0","1950-07-21",,,"0.00","0.0","0.0",,"73","52","67"
"USC00331653","CLEVELAND SHAKER HEI, OH US","41.46667","-81.56667","299.0","1950-07-22",,,"0.00","0.0","0.0",,"82","52","80"
"USC00331653","CLEVELAND SHAKER HEI, OH US","41.46667","-81.56667","299.0","1950-07-23",,,"0.00","0.0","0.0",,"84","52","72"
"USC00331653","CLEVELAND SHAKER HEI, OH US","41.46667","-81.56667","299.0","1950-07-24",,,"1.02","0.0","0.0",,"83","53","69"
"USC00331653","CLEVELAND SHAKER HEI, OH US","41.46667","-81.56667","299.0","1950-07-25",,,"0.76","0.0","0.0",,"82","59","65"
"USC00331653","CLEVELAND SHAKER HEI, OH US","41.46667","-81.56667","299.0","1950-07-26",,,"0.10","0.0","0.0",,"76","61","66"
"USC00331653","CLEVELAND SHAKER HEI, OH US","41.46667","-81.56667","299.0","1950-07-27",,,"0.00","0.0","0.0",,"80","55","69"
"USC00331653","CLEVELAND SHAKER HEI, OH US","41.46667","-81.56667","299.0","1950-07-28",,,"0.00","0.0","0.0",,"80","61","68"
"USC00331653","CLEVELAND SHAKER HEI, OH US","41.46667","-81.56667","299.0","1950-07-29",,,"0.00","0.0","0.0",,,"61",
"USC00331653","CLEVELAND SHAKER HEI, OH US","41.46667","-81.56667","299.0","1950-07-30",,,"0.00","0.0","0.0",,,,
"USC00331653","CLEVELAND SHAKER HEI, OH US","41.46667","-81.56667","299.0","1950-07-31",,,"0.00","0.0","0.0",,"86",,"73"
"USC00331653","CLEVELAND SHAKER HEI, OH US","41.46667","-81.56667","299.0","1950-08-01",,,"0.00","0.0","0.0",,,,
"USC00331653","CLEVELAND SHAKER HEI, OH US","41.46667","-81.56667","299.0","1950-08-02",,,"0.00","0.0","0.0",,,,
"USC00331653","CLEVELAND SHAKER HEI, OH US","41.46667","-81.56667","299.0","1950-08-03",,,"0.03","0.0","0.0",,"83","54","59"
"USC00331653","CLEVELAND SHAKER HEI, OH US","41.46667","-81.56667","299.0","1950-08-04",,,"0.00","0.0","0.0",,"67","56","64"
"USC00331653","CLEVELAND SHAKER HEI, OH US","41.46667","-81.56667","299.0","1950-08-05",,,"0.00","0.0","0.0",,,,
"USC00331653","CLEVELAND SHAKER HEI, OH US","41.46667","-81.56667","299.0","1950-08-06",,,"0.00","0.0","0.0",,,,
"USC00331653","CLEVELAND SHAKER HEI, OH US","41.46667","-81.56667","299.0","1950-08-07",,,"0.00","0.0","0.0",,"81","53","73"
"USC00331653","CLEVELAND SHAKER HEI, OH US","41.46667","-81.56667","299.0","1950-08-08",,,"0.00","0.0","0.0",,"82","56","72"
"USC00331653","CLEVELAND SHAKER HEI, OH US","41.46667","-81.56667","299.0","1950-08-09",,,"0.00","0.0","0.0",,"85","61","71"
"USC00331653","CLEVELAND SHAKER HEI, OH US","41.46667","-81.56667","299.0","1950-08-10",,,"0.02","0.0","0.0",,"82","58","65"
"USC00331653","CLEVELAND SHAKER HEI, OH US","41.46667","-81.56667","299.0","1950-08-11",,,"0.02","0.0","0.0",,"84","59","60"
"USC00331653","CLEVELAND SHAKER HEI, OH US","41.46667","-81.56667","299.0","1950-08-12",,,"0.05","0.0","0.0",,"82","53","70"
"USC00331653","CLEVELAND SHAKER HEI, OH US","41.46667","-81.56667","299.0","1950-08-13",,,"0.00","0.0","0.0",,"81","50","65"
"USC00331653","CLEVELAND SHAKER HEI, OH US","41.46667","-81.56667","299.0","1950-08-14",,,"0.00","0.0","0.0",,"81","50","63"
"USC00331653","CLEVELAND SHAKER HEI, OH US","41.46667","-81.56667","299.0","1950-08-15",,,"0.00","0.0","0.0",,"82","53","65"
"USC00331653","CLEVELAND SHAKER HEI, OH US","41.46667","-81.56667","299.0","1950-08-16",,,"0.00","0.0","0.0",,"81","62","69"
"USC00331653","CLEVELAND SHAKER HEI, OH US","41.46667","-81.56667","299.0","1950-08-17",,,"0.00","0.0","0.0",,"81","68","71"
"USC00331653","CLEVELAND SHAKER HEI, OH US","41.46667","-81.56667","299.0","1950-08-18",,,"0.00","0.0","0.0",,"90","66","67"
"USC00331653","CLEVELAND SHAKER HEI, OH US","41.46667","-81.56667","299.0","1950-08-19",,,"0.36","0.0","0.0",,"82","64","66"
"USC00331653","CLEVELAND SHAKER HEI, OH US","41.46667","-81.56667","299.0","1950-08-20",,,"0.00","0.0","0.0",,,,
"USC00331653","CLEVELAND SHAKER HEI, OH US","41.46667","-81.56667","299.0","1950-08-21",,,"0.00","0.0","0.0",,"79","48","54"
"USC00331653","CLEVELAND SHAKER HEI, OH US","41.46667","-81.56667","299.0","1950-08-22",,,"0.00","0.0","0.0",,"73","49","56"
"USC00331653","CLEVELAND SHAKER HEI, OH US","41.46667","-81.56667","299.0","1950-08-23",,,"0.00","0.0","0.0",,"82","53","58"
"USC00331653","CLEVELAND SHAKER HEI, OH US","41.46667","-81.56667","299.0","1950-08-24",,,"0.00","0.0","0.0",,"84","54","61"
